preco,quilometragem,ano,marca,modelo,informacoes
13.501,1,2005,fiat,Palio,1.0 Fire 3p
52.900,23.000,2020,fiat,Argo,1.0 Drive Flex 5p
74.970,0,2021,fiat,Fiorino,1.4 Hard Working Flex 4p
43.900,44.500,2020,fiat,Uno,1.0 Fire Attractive
132.601,0,2021,fiat,Toro,2.0 Freedom 4x4 Aut. 4p
79.000,345.924,2012,fiat,Ducato,2.3 Multijet Longo Teto Alto Economy 5p
25.900,466.000,1998,fiat,Ducato,2.5 Van Passageiros 5p
59.999,71.850,2017,fiat,Fiorino,1.4 Hard Working Flex 4p
50.990,0,2020,fiat,Grand,Siena 1.0 Attractive Flex 4p
175.900,0,2020,fiat,Ducato,Refrigerada
159.900,0,2021,fiat,Ducato,2.3 (13m3) 5p
159.900,0,2019,fiat,Ducato,Chassi
139.900,0,2021,fiat,Ducato,Chassi Baú Carga Seca
153.900,0,2021,fiat,Ducato,2.3 Curto (8m3) 5p
159.900,0,2020,fiat,Ducato,2.3 Médio (10m3) 5p
159.900,0,2020,fiat,Ducato,2.3 (13m3) 5p
45.880,28.700,2019,fiat,Argo,1.0 Drive Flex 5p
50.990,39.000,2020,fiat,Argo,1.0 Firefly Flex Drive Manual
41.890,100.000,2012,fiat,Freemont,2.4 Emotion 5p
69.999,58.000,2019,fiat,Strada,Strada Adventure 1.8 Cd 3p
24.900,130.000,2011,fiat,Uno,1.0 Way 8v
22.870,159.280,2008,fiat,Punto,Punto Elx 1.4 (flex)
26.990,260.253,2012,fiat,Strada,1.4 Working Flex 2p
95.900,36.000,2018,fiat,Toro,2.0 Freedom 4x4 Aut. 4p
146.890,0,2021,fiat,Toro,2.0 Ranch 4x4 Aut. 4p
119.900,49.269,2019,fiat,Toro,Toro Freedom 2.0 16v 4x4 Diesel Aut
11.900,129.000,2003,fiat,Brava,1.6 Sx 5p
30.890,89.275,2014,fiat,Uno,1.4 Evo Sporting 8v Flex 4p Manual
30.900,41.471,2015,fiat,Siena,Siena El 1.0 8v (flex)
23.890,74.000,2016,fiat,Palio,1.0 Fire Flex 5p
17.999,115.000,2010,fiat,Palio,1.0 Fire Economy Flex 5p
14.490,165.000,2005,fiat,Siena,1.3 Elx Flex 4p
53.990,0,2021,fiat,Grand,Siena 1.4 Attractive Flex 4p
25.800,83.000,2011,fiat,Uno,1.4 Way Flex 5p
42.900,113.000,2013,fiat,Doblo,Fiat Doblò Adventure 1.8 16v (flex)
25.100,90.000,2013,fiat,Palio,1.4 Attractive Flex 5p
56.900,80.000,2015,fiat,Strada,1.8 16v Adventure Cab. Dupla Flex Dualogic 3p
21.900,159.000,2012,fiat,Uno,1.4 Sporting Flex 3p
29.900,77.400,2013,fiat,Grand,Siena Grand Siena Attractive 1.4 8v (flex)
26.990,108.421,2011,fiat,Punto,1.4 Attractive Flex 5p
69.900,175.000,2011,fiat,Ducato,2.3 Multijet Longo Teto Alto Economy 5p
115.000,151.048,2015,fiat,Ducato,2.3 Multijet Longo Teto Alto Economy 5p
90.742,0,2021,fiat,Toro,1.8 Endurance 16v Flex 4x2 4p
34.900,83,2016,fiat,Punto,Punto Attractive 1.4 Flex Mec.
29.900,150.000,2013,fiat,Grand,Siena 1.6 Mpi Essence 16v Flex 4p Manual
36.990,35.000,2019,fiat,Mobi,Mobi Like
33.900,65.000,2014,fiat,Idea,1.4 Mpi Attractive 8v Flex 4p Manual
21.865,79.409,2011,fiat,Palio,Palio 1.0 Mpi Fire Economy 8v Flex 4p Manual
35.000,97.197,2013,fiat,Fiorino,1.3 Flex 4p
91.990,47.000,2020,fiat,Toro,1.8 16v Evo Flex Freedom At6
18.870,167.000,2007,fiat,Siena,Siena Fire 1.0 8v (flex)
13.999,198.000,2003,fiat,Palio,Adventure 1.6 16v 5p
47.900,28.000,2018,fiat,Strada,1.4 Hard Working Flex 2p
28.990,79.000,2013,fiat,Uno,1.4 Sporting Flex 5p
26.900,58.000,2018,fiat,Mobi,1.0 Evo Flex Easy Manual
49.900,150,2012,fiat,Freemont,2.4 Precision 5p
25.790,95.623,2011,fiat,Idea,1.4 Attractive Flex 5p
22.900,128.786,2011,fiat,Strada,1.4 Working Flex 2p
173.900,0,2020,fiat,Ducato,Furgão
159.900,0,2019,fiat,Ducato,Chassi
139.900,0,2021,fiat,Ducato,2.3 (13m3) 5p
154.900,0,2021,fiat,Ducato,2.3 Curto (8m3) 5p
139.900,0,2021,fiat,Ducato,Chassi
134.900,0,2021,fiat,Ducato,Chassi Baú
45.970,27.800,2019,fiat,Argo,1.0 Drive Flex 5p
49.870,35.000,2020,fiat,Argo,Argo Drive 1.0 6v Flex
26.900,86.000,2016,fiat,Palio,1.0 Mpi Fire 8v Flex 4p Manual
55.900,114.000,2015,fiat,Strada,1.8 Mpi Adventure Cd 16v Flex 3p Automático
32.990,77.000,2013,fiat,Grand,Siena 1.6 16v Essence Flex 4p
86.900,48.000,2019,fiat,Toro,1.8 16v Evo Flex Freedom At6
29.990,95.558,2013,fiat,Punto,1.8 16v Sporting Flex Dualogic 5p
23.900,134.000,2010,fiat,Punto,1.4 Elx Flex 5p
43.990,32.400,2019,fiat,Strada,1.4 Working Flex 2p
27.000,123.281,2012,fiat,Idea,Idea Attractive 1.4 8v (flex)
49.900,35.873,2018,fiat,Argo,1.3 Drive Flex 5p
100.000,9.000,2019,fiat,Argo,1.8 Hgt 16v Flex Aut. 5p
45.990,83.000,2016,fiat,Palio,1.6 16v Sporting Blue Edition Flex 5p
19.500,20,2011,fiat,Linea,1.8 16v Lx Flex 4p
53.990,143.000,2018,fiat,Doblo,1.8 16v Essence 7l Flex 5p
68.000,0,2021,fiat,Fiorino,1.4 Flex 4p
13.700,127.000,2004,fiat,Palio,1.0 Fire 5p 65 Hp
20.900,148.000,2010,fiat,Palio,1.0 Fire Economy Flex 5p
22.990,382.000,2004,fiat,Doblo,1.8 Adventure 5p
20.990,95.550,2011,fiat,Siena,Siena El 1.0 8v (flex)
115.000,52.000,2014,fiat,Ducato,2.3 Multi Teto Alto
36.900,33.000,2015,fiat,Punto,1.6 16v Essence Flex 5p
29.999,102.660,2013,fiat,Grand,Siena 1.4 Attractive Flex 4p
154.900,0,2021,fiat,Toro,2.0 16v Turbo Ultra 4wd
29.500,100.000,2012,fiat,500,1.4 Cult Flex 3p
38.900,103.380,2018,fiat,Uno,Uno 1.0 Firefly Flex Way 4p Manual
12.890,199.999,2003,fiat,Palio,1.0 Ex Five 5p
32.990,56.000,2019,fiat,Uno,1.0 Attractive Flex 5p
30.900,59.000,2016,fiat,Uno,1.0 Evo Attractive 8v Flex 4p Manual
68.000,0,2021,fiat,Strada,1.4 Fire Flex Endurance Cs Manual
141.499,0,2021,fiat,Toro,2.0 16v Turbo Diesel Ranch 4wd At9
70.000,80.000,2016,fiat,Doblo,1.8 16v Adventure Flex 5p
19.990,111.315,2012,fiat,Uno,1.0 Way Flex 3p
138.900,12.000,2020,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
49.871,65.000,2016,fiat,Punto,Punto Attractive 1.4 (flex)
33.899,110.000,2011,fiat,Uno,Uno Evo (flex)
21.780,49.523,2018,fiat,Strada,1.4 Hard Working Flex 2p
44.990,67.000,2013,fiat,Uno,1.0 Evo Vivace 8v Flex 4p Manual
25.900,999.999,2010,fiat,Siena,1.0 Fire Flex 4p
18.900,0,2021,fiat,Strada,1.3 Firefly Flex Freedom Cd Manual
88.990,132.621,2012,fiat,Idea,Idea Adventure 1.8 16v E.torq Dualogic (flex)
31.900,91.000,2013,fiat,Idea,1.6 16v Essence Flex Dualogic 5p
28.300,160.000,2008,fiat,Idea,1.8 Adventure Flex 5p
24.900,200.000,2006,fiat,Palio,1.0 Fire Flex 3p
12.400,0,2020,fiat,Ducato,Furgão
173.900,0,2019,fiat,Ducato,Chassi
159.900,0,2021,fiat,Ducato,2.3 (13m3) 5p
166.900,0,2021,fiat,Ducato,2.3 Curto (8m3) 5p
147.900,0,2020,fiat,Ducato,Chassi
134.900,0,2020,fiat,Ducato,2.3 (13m3) 5p
134.900,35.000,2019,fiat,Argo,1.0 Drive Flex 5p
45.870,68.000,2016,fiat,Palio,1.0 Fire Flex 5p
26.970,97.125,2011,fiat,Siena,1.0 Mpi El Celebration 8v Flex 4p Manual
21.490,18.000,2020,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
137.870,0,2018,fiat,Argo,1.3 Firefly Flex Drive Manual
48.900,39.000,2020,fiat,Argo,1.0 Firefly Flex Drive Manual
50.990,0,2021,fiat,Toro,2.0 16v Turbo Diesel Ranch 4wd At9
152.990,0,2021,fiat,Toro,2.0 16v Turbo Diesel Ultra 4wd At9
158.990,70.000,2017,fiat,Toro,1.8 16v Freedom Flex 4x2 Aut. 4p
75.900,181.000,2006,fiat,Siena,1.8 Hlx Flex 4p
17.990,130.554,2012,fiat,Uno,1.0 Way Flex 5p
19.990,199.000,2003,fiat,Stilo,1.8 Mpi 8v Gasolina 4p Manual
16.900,47.000,2019,fiat,Strada,1.4 Hard Working Cab. Dupla Flex 3p
63.890,60.000,2020,fiat,Strada,1.4 Mpi Freedom Cd 8v Flex 3p Manual
65.900,39.000,2019,fiat,Grand,Siena 1.0 Attractive Flex 4p
41.900,22.000,2019,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
119.900,89.999,2015,fiat,Idea,1.8 Mpi Adventure 16v Flex 4p Manual
37.900,61.000,2018,fiat,Mobi,1.0 Easy Flex 5p
27.890,100.000,2011,fiat,Idea,1.6 Mpi Essence 16v
25.900,89.000,2009,fiat,Siena,1.0 Fire Flex 4p
16.890,76.500,2016,fiat,Uno,1.0 Attractive Flex 5p
30.300,142.559,2011,fiat,Punto,1.4 Attractive 8v
22.900,114.006,2014,fiat,Bravo,1.8 Essence 16v Flex 4p Manual
34.490,169.330,2010,fiat,Siena,Siena Fire 1.0 8v (flex)
18.490,105.000,2013,fiat,Siena,1.4 Mpi El 8v Flex 4p Manual
29.990,96.000,2010,fiat,500,500 1.4 Lounge 16v Gasolina 2p Manual
29.887,91.000,2003,fiat,Marea,2.4 Mpi Elx Weekend 20v Gasolina 4p Manual
18.900,131.000,2014,fiat,Ducato,"2.3 Multijet 7,5m3 Economy 5p"
89.000,23.516,2014,fiat,Palio,1.6 Mpi Essence 16v Flex 4p Automatizado
32.900,180.000,2009,fiat,Palio,Weekend Palio Weekend Adventure Locker 1.8 Flex
27.899,123.500,2013,fiat,Ducato,2.3 Multijet 10m3 Economy 5p
105.000,0,2021,fiat,Strada,1.4 Fire Flex Endurance Cs Manual
63.900,55.101,2018,fiat,Doblo,1.8 16v Essence 7l Flex 5p
38.900,68,2017,fiat,Grand,Siena Grand Siena Essence Dualogic 1.6 16v Flex
34.900,97.500,2013,fiat,500,500 Cult 1.4
34.890,114.000,2014,fiat,Bravo,1.8 16v Wolverine Flex 5p
23.900,169.000,2009,fiat,Linea,1.9 Mpi 16v
11.800,98.000,2005,fiat,Palio,1.0 Fire 5p
23.999,77.600,2015,fiat,Palio,1.0 Fire Flex 5p
12.999,142.000,2003,fiat,Palio,1.0 Ex Five 5p
27.900,115.365,2012,fiat,Uno,1.4 Way Flex 5p
29.900,82.410,2013,fiat,Palio,1.6 Mpi Essence 16v Flex 4p Manual
37.899,103.000,2012,fiat,500,1.4 16v Sport Air 3p
69.900,113.000,2018,fiat,Fiorino,1.4 Hard Working Flex 4p
145.900,0,2020,fiat,Ducato,Baú
134.900,0,2020,fiat,Ducato,Chassi
159.900,0,2021,fiat,Ducato,2.3 (13m3) 5p
139.900,0,2021,fiat,Ducato,2.3 Curto (8m3) 5p
154.900,0,2021,fiat,Ducato,Chassi Báu Carga
134.900,0,2020,fiat,Ducato,2.3 (13m3) 5p
50.990,58.000,2020,fiat,Argo,1.0 Firefly Flex Drive Manual
18.900,123.434,2011,fiat,Siena,1.0 Mpi El 8v Flex 4p Manual
25.990,81.820,2015,fiat,Palio,1.0 Fire Flex 5p
138.999,0,2020,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
59.990,60.603,2018,fiat,Argo,1.8 Hgt 16v Flex Aut. 5p
34.900,99.500,2010,fiat,500,1.4 Lounge 3p
27.500,104.000,2012,fiat,Idea,1.4 Attractive Flex 5p
89.890,48.212,2020,fiat,Toro,Toro Freedom 1.8 16v Flex Aut
89.000,348.027,2013,fiat,Ducato,2.3 Multijet Longo Teto Alto Economy 5p
33.900,80.000,2018,fiat,Mobi,1.0 Like Flex 5p
18.990,180.000,2009,fiat,Siena,1.4 Elx Flex 4p
28.900,259.000,2011,fiat,Fiorino,1.3 Flex 4p
33.900,1.000,2014,fiat,Grand,Siena 1.6 16v Sublime Flex 4p
44.500,73.000,2018,fiat,Strada,1.4 Hard Working Flex 2p
22.900,160.000,2011,fiat,Idea,Idea Attractive 1.4 8v (flex)
39.900,90.500,2013,fiat,Doblo,1.8 Mpi Essence 16v Flex 4p Manual
50.900,38.336,2019,fiat,Strada,Strada Working Hard 1.4 Fire Flex 8v Cs
25.900,88.000,2011,fiat,Uno,1.4 Evo Way 8v Flex 4p Manual
29.000,88.200,2011,fiat,Idea,1.8 16v Sporting Flex 5p
20.800,140.000,2010,fiat,Siena,1.0 Elx Flex 4p
64.900,41.000,2019,fiat,Fiorino,1.4 Hard Working Flex 4p
20.590,100,2007,fiat,Palio,1.4 Elx Flex 5p
22.890,65.107,2012,fiat,Palio,1.4 Attractive Flex 5p
51.900,72.829,2016,fiat,Strada,Strada Adventure 1.8 16v (flex) (cabine Estendida)
16.900,91.700,2007,fiat,Siena,1.0 Fire Celebration Flex 4p
75.900,189.000,2015,fiat,Ducato,2.3 Multijet Economy 5p
12.990,174.000,2006,fiat,Palio,1.0 Fire Flex 3p
49.899,113.000,2012,fiat,Freemont,2.4 Precision 5p
59.900,68.000,2018,fiat,Strada,1.8 16v Adventure Ce Flex 2p
27.900,113.000,2018,fiat,Mobi,Mobi Evo Easy 1.0 (flex)
19.990,108.000,2009,ford,Fiesta,Sedan 1.0 Pulse Flex 4p 68.8 Hp
47.889,10.800,2019,ford,Ka,1.0 Se Flex 5p
29.889,90.000,2014,ford,Fiesta,1.0 Rocam Se Flex 5p
38.500,50.000,2017,ford,Ka,1.0 Sel 12v Flex 4p Manual
16.900,114.970,2007,ford,Fiesta,1.0 Mpi Sedan 8v
53.889,34.000,2020,ford,Ka,1.0 Se Flex 5p
41.889,54.000,2017,ford,Ka,1.0 Se Flex 5p
33.800,0,2011,ford,Ecosport,2.0 Xlt Flex Aut. 5p
49.900,122.140,1997,ford,Ranger,Ranger Xlt 4.0 V6
44.990,44.000,2015,ford,Focus,1.6 S Flex 5p
42.790,93.000,2013,ford,Ecosport,1.6 16v Se Flex 5p
28.490,113.000,2009,ford,Ecosport,2.0 Xlt Flex Aut. 5p
38.230,130,2014,ford,Ecosport,1.6 16v Se Flex 5p
15.990,140.000,2008,ford,Fiesta,Fiesta Hatch 1.0 (flex)
53.980,26.300,2020,ford,Ka,1.5 Se Flex 4p
58.900,185.000,2013,ford,Ranger,2.5 Xls Cab. Simples 4x2 Flex 2p
27.980,108.000,2014,ford,Fiesta,1.0 Rocam Se Flex 5p
29.990,79.000,2014,ford,Fiesta,Sedan 1.6 Rocam Se Flex 4p
19.900,97.000,2013,ford,Ka,1.0 Mpi 8v Flex 2p Manual
135.900,50.000,2020,ford,Ranger,2.2 Xls 4x4 Cd 16v
45.000,60.000,2014,ford,Ecosport,2.0 16v Se Flex Powershift 5p
17.900,133.000,2008,ford,Focus,Focus Hatch Gl 1.6 8v
50.990,22.000,2020,ford,Ka,1.0 Se Flex 4p
32.000,84.000,2014,ford,Fiesta,1.5 Se Flex 5p
13.900,184.000,2007,ford,Fiesta,1.0 Mpi Hatch 8v Flex 4p Manual
23.000,118.497,2012,ford,Ka,1.6 Sport Flex 3p
59.990,107.000,2013,ford,Edge,Edge Limited 3.5 Awd
53.900,99.000,2011,ford,Edge,3.5 Limited Awd 5p
62.990,77.000,2013,ford,Edge,3.5 Limited Awd 5p
36.990,43.000,2014,ford,Fiesta,Fiesta 1.6 Se Hatch 16v Flex 4p Aut
22.990,54.000,2011,ford,Fiesta,1.0 Rocam Hatch 8v Flex 4p Manual
37.900,52.381,2016,ford,Ka,Ka Sedan Se 1.5 16v (flex)
47.300,356.000,2010,ford,Transit,2.4 Longo 5p
36.999,225.000,2011,ford,Fusion,2.5 Sel Aut. 4p
73.900,43.000,2013,ford,Fusion,2.0 Titanium Awd 16v Gasolina 4p Automático
100.000,100.000,2015,ford,Ranger,3.2 Xlt Cab. Dupla 4x4 Aut. 4p
17.000,169.801,2008,ford,Fiesta,1.0 Flex Trend 5p
24.900,171.000,2008,ford,Ecosport,2.0 Xlt 16v
95.000,244.000,2013,ford,Ranger,3.2 Limited Cab. Dupla 4x4 Aut. 4p
109.900,39.000,2017,ford,Fusion,2.0 Titanium Ecoboost Awd Aut. 4p
17.900,98.000,2005,ford,Fiesta,Sedan 1.6 Flex 4p
75.990,34.000,2019,ford,Focus,2.0 Titanium Plus Fastback 16v Flex 4p Powershift
35.500,89.400,2014,ford,Fiesta,1.6 16v Se Flex Powershift 5p
18.990,103.000,2007,ford,Fiesta,Sedan 1.6 Flex 4p
25.500,59.000,2014,ford,Fiesta,1.6 Rocam Se Flex 5p
86.990,29.389,2019,ford,Ecosport,2.0 16v Storm 4wd Flex Aut. 5p
39.890,140.000,2009,ford,Ranger,2.3 Xlt 16v 4x2 Cd
51.999,39.000,2020,ford,Ka,1.5 Ti-vct Flex Se Sedan Manual
64.900,290.000,2000,ford,F-250,4.2 Td Xl 2p
32.900,0,2014,ford,Ecosport,1.6 Freestyle 16v Flex 4p Manual
27.980,108.000,2014,ford,Fiesta,1.0 Rocam Se Flex 5p
13.900,184.000,2007,ford,Fiesta,1.0 Mpi Hatch 8v Flex 4p Manual
62.990,77.000,2013,ford,Edge,3.5 Limited Awd 5p
35.500,89.400,2014,ford,Fiesta,1.6 16v Se Flex Powershift 5p
51.999,39.000,2020,ford,Ka,1.5 Ti-vct Flex Se Sedan Manual
25.900,86,2009,ford,Ecosport,2.0 Xlt Flex Aut. 5p
68.900,18.000,2019,ford,Ecosport,Ecosport Se 1.5 12v Flex 5p Aut.
35.800,95.000,2012,ford,Ecosport,1.6 Xlt Freestyle Flex 5p
44.990,59.000,2018,ford,Ka,1.5 Se 16v Flex 4p Manual
135.999,45.000,2018,ford,Ranger,Ranger 2.2 Xls 4x4 Cd 16v Diesel 4p Aut
22.900,162.625,2012,ford,Fiesta,1.6 Mpi Sedan 8v
14.950,147.111,2011,ford,Ka,1.0 Flex 3p
17.900,154.000,2008,ford,Fiesta,1.0 Flex Trend 5p
22.900,145.299,2012,ford,Fiesta,Fiesta 1.0 8v Flex/class 1.0 8v Flex 5p
46.980,14.000,2020,ford,Ka,1.0 Se Flex 4p
46.900,82.786,2013,ford,Ecosport,1.6 Freestyle 16v
26.900,92.536,2009,ford,Focus,2.0 Glx 16v Gasolina 4p Automático
54.900,36.680,2015,ford,Ecosport,2.0 Titanium Plus 16v Flex 4p Powershift
32.000,197.096,2014,ford,Fiesta,1.6 16v Titanium Flex Powershift 5p
34.990,88.900,2016,ford,Ka,1.0 Se Plus 12v Flex 4p Manual
22.800,107.000,2007,ford,Ecosport,1.6 Xls Flex 5p
125.900,250,2011,ford,F-250,3.9 Xlt 4x2 2p
15.999,179.000,2005,ford,Focus,Sedan 2.0 Ghia 4p 146.4 Hp
6.500,90.580,1998,ford,Fiesta,1.3 Clx 3p
29.890,112.000,2011,ford,Fiesta,Sedan 1.6 16v Se Flex 4p
13.800,158.000,2003,ford,Focus,Sedan 2.0 Ghia 4p 130 Hp
319.900,9.800,2018,ford,Mustang,5.0 Gt Premium V8 2p
29.900,90.900,1974,ford,Ford,Maverick 6cc 4p Maverick 6cc 4p
12.500,134.031,2002,ford,Focus,1.8 5p
49.990,19.854,2015,ford,Fiesta,1.6 Titanium Hatch 16v Flex 4p Powershift
39.890,51.000,2019,ford,Ka,1.0 Ti-vct Flex S Manual
24.890,125.000,2007,ford,Fusion,Fusion 2.3 Sel
100.000,176.000,2005,ford,F-250,4.2 Td Xlt 2p
33.899,85.000,2015,ford,Ka,1.0 Se Flex 5p
72.999,154.000,2014,ford,Ranger,Ranger Xls 2.5 16v 4x2 Cd Flex
20.900,230.000,2006,ford,Ecosport,1.6 Xls 8v Flex 4p Manual
15.890,190.000,2007,ford,Fiesta,Sedan 1.6 Flex 4p
30.900,125.800,2014,ford,Fiesta,1.5 Se Flex 5p
18.500,98.000,2006,ford,Fiesta,1.6 Flex 5p
185.000,19.800,2020,ford,Ranger,3.2 Limited Cab. Dupla 4x4 Aut. 4p
82.900,1,2015,ford,Ranger,2.5 Limited Cab. Dupla 4x2 Flex 4p
24.900,113.000,2013,ford,Fiesta,1.0 Rocam Hatch 8v Flex 4p Manual
13.900,135.000,2003,ford,Ka,1.0 Mpi Gl 8v Gasolina 2p Manual
62.990,82.000,2016,ford,Fusion,2.5 Flex Aut. 4p
46.490,79.056,2015,ford,Ecosport,1.6 Freestyle 16v Flex 4p Manual
108.900,52.000,2018,ford,Fusion,2.0 Titanium Awd 16v
55.800,219.200,1997,ford,F-1000,4.9i 6 Cilindros
76.900,48.000,2018,ford,Ka,1.0 Se Flex 5p
40.970,36.000,2018,ford,Ka,1.0 Se 12v
42.990,51.000,2017,ford,Focus,2.0 Titanium 16v Flex 4p Powershift
59.990,124.000,2013,ford,Edge,3.5 Limited Awd 5p
69.800,65.000,2016,ford,Ka,1.0 Se Flex 5p
33.900,35.000,2016,ford,Focus,2.0 Titanium Flex Powershift 5p
57.900,160.000,2005,ford,Ecosport,1.6 Xl 5p
20.190,160.000,2014,ford,Ranger,3.2 Xlt Cab. Dupla 4x4 Aut. 4p
98.000,99.800,2012,ford,Ecosport,1.6 16v Freestyle Flex 5p
36.500,110.000,2011,ford,Focus,Sedan 2.0 Glx Flex Aut. 4p
28.900,37.000,2017,ford,Fusion,2.0 Sel Ecoboost Aut. 4p
84.900,39.000,2020,ford,Ecosport,1.5 Ti-vct Flex Se Automático
73.999,49.900,2020,ford,Ka,1.0 Ti-vct Flex Se Manual
46.990,0,2021,ford,Ka,1.0 Ti-vct Flex Se Manual
50.990,67.000,2017,ford,Ecosport,1.6 Freestyle 16v Flex 4p Powershift
59.990,0,2004,ford,Fiesta,Fiesta 1.0 8v Supercharger 5p
12.900,90.000,2009,ford,Ecosport,2.0 Xlt Freestyle Flex 5p
29.500,60.575,2015,ford,Focus,Sedan Focus Tita/tita Plus 2.0 Flex 5p Aut.
52.900,95.000,2015,ford,Fiesta,Se 1.6
35.999,84.000,2015,ford,Ecosport,Freestyle 1.6 Flex
47.800,84.151,2016,ford,Ka,1.5 Sigma Flex Sel Manual
39.790,142.249,2012,ford,Focus,Sedan 2.0 Glx Sedan 16v Flex 4p Automático
29.890,9.260,2020,ford,Ecosport,1.5 Ti-vct Flex Freestyle Automático
76.990,45.000,2018,ford,Ecosport,1.5 Ti-vct Flex Freestyle Automático
66.790,100.523,2009,ford,Fiesta,1.0 Flex 5p 68.8 Hp
16.990,85.000,2014,ford,Fiesta,Sedan 1.6 16v Se Flex Powershift 4p
34.990,77.000,2012,ford,Fiesta,1.6 16v Se Flex 5p
24.890,16.500,2017,ford,Fiesta,1.6 16v Sel Flex 5p
47.900,99.000,2010,ford,Ecosport,2.0 Xlt 4wd Flex 5p
31.990,67.000,2016,ford,Focus,2.0 Se Flex Powershift 5p
48.990,96.000,2012,ford,Focus,2.0 Glx Flex Aut. 5p
29.990,55.000,2017,ford,Ecosport,1.6 16v Freestyle Flex 5p
58.870,9.000,2020,ford,Ranger,3.2 Xlt Cab. Dupla 4x4 Aut. 4p
189.900,139,2008,ford,Fusion,2.3 Sel Aut. 4p
24.990,130.000,2009,ford,Ecosport,Xlt
28.999,87.000,2017,ford,Ranger,Ranger 2.2 Td Xls Cd 4x4 (aut)
119.900,40.000,2014,ford,Fiesta,1.6 Rocam Se Flex 5p
29.700,136.000,2009,ford,Focus,Sedan 2.0 Glx 4p
23.890,119.000,2010,ford,Fusion,Fusion 3.0 V6 Sel Awd
36.900,33.000,2015,ford,Fusion,2.0 Gtdi Titanium Aut. 4p
67.500,107.000,2015,ford,Ka,1.5 Se Flex 5p
34.999,17.854,2019,ford,Ecosport,Ecosport Freestyle 1.5 137 Cv
74.990,11.458,2020,ford,Ecosport,Ecosport Titanium 1.5 Aut.
86.990,56.000,2016,ford,Fusion,Fusion 2.0 16v Gtdi Titanium (aut)
75.900,141.485,2009,ford,Focus,Sedan 2.0 Glx Aut. 4p
27.500,101,2004,ford,Ecosport,Ecosport Xlt 1.6 8v 4p
20.990,47.975,2018,ford,Fusion,2.0 Sel 16v
67.500,33.000,2015,ford,Fusion,2.0 Gtdi Titanium Aut. 4p
34.999,107.000,2015,ford,Ka,1.5 Se Flex 5p
74.990,17.854,2019,ford,Ecosport,Ecosport Freestyle 1.5 137 Cv
86.990,11.458,2020,ford,Ecosport,Ecosport Titanium 1.5 Aut.
75.900,56.000,2016,ford,Fusion,Fusion 2.0 16v Gtdi Titanium (aut)
27.500,141.485,2009,ford,Focus,Sedan 2.0 Glx Aut. 4p
20.990,101,2004,ford,Ecosport,Ecosport Xlt 1.6 8v 4p
93.990,47.975,2018,ford,Fusion,2.0 Sel 16v
82.900,26.822,2020,ford,Ecosport,Ecosport Storm 2.0 4wd 16v Flex 5p Aut
24.500,160.000,2007,ford,Ecosport,Ecosport Xlt 2.0 16v (aut)
36.990,23.000,2015,ford,Fiesta,1.5 S Flex 5p
24.900,105.000,2013,ford,Fiesta,1.6 16v Se Flex 5p
23.900,105.000,2014,ford,Fiesta,1.0 Rocam Hatch 8v Flex 4p Manual
21.500,113.000,1997,ford,Taurus,Lx 3.0 V6 24v
35.300,100.000,2015,ford,Fiesta,1.5 S Hatch 16v Flex 4p Manual
59.900,112.000,2014,ford,Fusion,2.5 16v
29.900,68.410,2014,ford,Fiesta,1.5 S Hatch 16v Flex 4p Manual
20.920,0,2011,ford,Fiesta,1.0 Mpi Hatch 8v Flex 4p Manual
56.990,59.000,2017,ford,Ecosport,1.6 16v Freestyle Flex Powershift 5p
33.900,104.000,2012,ford,Ecosport,1.6 Freestyle 8v Flex 4p Manual
17.900,89.070,2009,ford,Ka,1.0 Flex 3p 70 Hp
36.890,55.000,2018,ford,Ka,1.0 Se Plus Flex 5p
40.999,97.667,2015,ford,Focus,Sedan Focus Sedan 2.0 S Sedan 16v Flex 4p Powershift
61.900,77.000,2015,ford,Fusion,2.5 Flex Aut. 4p
32.890,75.000,2009,ford,Ecosport,2.0 Xlt Aut. 5p
32.000,94.000,2012,ford,Ecosport,1.6 16v Freestyle Flex 5p
64.999,57.777,2015,ford,Focus,2.0 Titanium Sedan 16v Flex 4p Powershift
31.890,103.000,2012,ford,Ecosport,1.6 16v Freestyle Flex 5p
27.500,100.000,2013,ford,Fiesta,Fiesta 1.6 Se Hatch 16v Flex 4p Manual
9.200,209.000,2003,ford,Ka,1.0 Gl 3p
22.900,98.000,2006,ford,Ecosport,1.6 Xls Flex 5p
20.900,114.714,2008,ford,Fiesta,1.0 Flex 5p
63.900,72.121,2013,ford,Edge,3.5 Limited Awd 5p
66.990,21.400,2019,ford,Ecosport,1.5 Se Flex Aut. 5p
59.920,0,2015,ford,Fusion,2.0 Titanium Fwd 16v Gasolina 4p Automático
49.900,53.392,2018,ford,Ka,Ka Sedan Sel 1.5 16v (flex)
76.990,7.240,2020,ford,Ecosport,Ecosport Freestyle 1.5 12v Flex 5p Aut.
33.500,86.000,2011,ford,Ecosport,1.6 Xlt Freestyle Flex 5p
34.916,125.000,2011,ford,Fusion,3.0 V6 Sel Awd Aut. 4p
